index,t,x,y,z,yaw_deg,gear,vx,vy,wz
78,417.706,4.8314,0.0124,-1.2136,-2.031,4t4d,0.421,0.0,0.0
79,417.923,4.8713,0.0117,-1.2144,-1.998,4t4d,0.399,0.0,0.0
80,418.136,4.9877,0.0116,-1.2135,-2.123,4t4d,0.42,0.0,0.0
81,418.357,5.1235,0.0082,-1.2144,-2.156,4t4d,0.431,0.0,0.0
82,418.57,5.2127,0.0065,-1.2153,-1.982,4t4d,0.438,0.0,0.0
83,418.789,5.2972,0.0094,-1.2142,-1.597,4t4d,0.421,0.0,0.0
84,418.999,5.3803,0.0084,-1.2117,-1.638,4t4d,0.431,0.0,0.0
85,419.209,5.4687,0.009,-1.2101,-1.553,4t4d,0.412,0.0,0.0
86,419.419,5.5457,0.0094,-1.2089,-1.53,4t4d,0.434,0.0,0.0
87,419.631,5.6635,0.009,-1.2101,-1.555,4t4d,0.425,0.0,0.0
88,419.843,5.7562,0.0101,-1.2093,-1.477,4t4d,0.413,0.0,0.0
89,420.071,5.8339,0.0101,-1.2115,-1.446,4t4d,0.432,0.0,0.0
90,420.277,5.9247,0.0116,-1.211,-1.179,4t4d,0.428,0.0,0.0
91,420.487,5.9996,0.0126,-1.2123,-0.436,4t4d,0.431,0.0,0.0
92,420.696,6.1305,0.0157,-1.2124,0.176,4t4d,0.394,0.0,0.0
93,420.904,6.1683,0.0165,-1.2128,0.156,4t4d,0.446,0.0,0.0
94,421.112,6.2639,0.0182,-1.2107,0.224,4t4d,0.453,0.0,0.0
95,421.324,6.3805,0.0208,-1.2111,0.214,4t4d,0.399,0.0,0.0
96,421.537,6.4596,0.0246,-1.21,0.317,4t4d,0.422,0.0,0.0
97,421.749,6.5925,0.0283,-1.2092,0.212,4t4d,0.422,0.0,0.0
98,421.96,6.6301,0.0295,-1.2095,0.04,4t4d,0.443,0.0,0.0
99,422.174,6.7561,0.0298,-1.2073,-0.204,4t4d,0.381,0.0,0.0
100,422.406,6.8347,0.0294,-1.2068,-0.683,4t4d,0.42,0.0,0.0
101,422.618,6.9245,0.0286,-1.2056,-0.883,4t4d,0.452,0.0,0.0
102,422.828,7.0369,0.03,-1.2064,-1.365,4t4d,0.406,0.0,0.0
103,423.046,7.1221,0.0282,-1.2071,-1.82,4t4d,0.396,0.0,0.0
104,423.256,7.1628,0.028,-1.2076,-1.904,4t4d,0.412,0.0,0.0
105,423.491,7.229,0.0268,-1.2071,-1.93,4t4d,0.452,0.0,0.0
106,423.702,7.2094,0.0276,-1.2074,-1.868,4t4d,0.423,0.0,0.0
107,423.913,7.1504,0.0282,-1.2071,-1.606,4t4d,0.427,0.0,0.0
108,424.124,7.0685,0.0294,-1.2071,-1.38,4t4d,0.446,0.0,0.0
109,424.339,7.0144,0.0294,-1.2069,-1.094,4t4d,0.411,0.0,0.0
110,424.55,6.9849,0.0291,-1.207,-1.008,4t4d,0.028,0.0,0.0
111,424.76,6.8911,0.0279,-1.2074,-1.353,4t4d,-0.145,0.0,0.0
112,424.979,6.7725,0.0275,-1.2095,-1.404,4t4d,-0.329,0.0,0.0
113,425.206,6.6948,0.0268,-1.2102,-1.395,4t4d,-0.298,0.0,0.0
114,425.417,6.6077,0.0263,-1.2098,-1.372,4t4d,-0.302,0.0,0.0
115,425.631,6.5011,0.0258,-1.2102,-1.467,4t4d,-0.31,0.0,0.0
116,425.839,6.4064,0.0256,-1.2086,-1.612,4t4d,-0.312,0.0,0.0
117,426.057,6.2988,0.0242,-1.2097,-1.569,4t4d,-0.385,0.0,0.0
118,426.271,6.1633,0.0226,-1.2099,-1.478,4t4d,-0.372,0.0,0.0
119,426.484,6.1067,0.0217,-1.2103,-1.52,4t4d,-0.455,0.0,0.0
120,426.703,5.9526,0.0209,-1.2092,-1.438,4t4d,-0.485,0.0,0.0
121,426.913,5.8569,0.0206,-1.2088,-1.419,4t4d,-0.492,0.0,0.0
122,427.131,5.7123,0.0203,-1.2081,-1.336,4t4d,-0.539,0.0,0.0
123,427.348,5.6624,0.0205,-1.2091,-1.362,4t4d,-0.467,0.0,0.0
124,427.558,5.5284,0.02,-1.2085,-1.329,4t4d,-0.497,0.0,0.0
125,427.774,5.4254,0.0192,-1.2096,-1.375,4t4d,-0.522,0.0,0.0
126,427.981,5.3384,0.0197,-1.21,-1.397,4t4d,-0.505,0.0,0.0
127,428.196,5.2027,0.019,-1.212,-1.565,4t4d,-0.477,0.0,0.0
128,428.415,5.142,0.0189,-1.212,-1.534,4t4d,-0.499,0.0,0.0
129,428.625,5.0085,0.0175,-1.2119,-1.416,4t4d,-0.471,0.0,0.0
130,428.839,4.9213,0.0176,-1.2118,-1.471,4t4d,-0.446,0.0,0.0
131,429.05,4.8287,0.0172,-1.2104,-1.583,4t4d,-0.47,0.0,0.0
132,429.259,4.7204,0.0173,-1.2097,-1.573,4t4d,-0.505,0.0,0.0
133,429.467,4.5808,0.0181,-1.2113,-1.576,4t4d,-0.524,0.0,0.0
134,429.677,4.5313,0.0186,-1.2118,-1.609,4t4d,-0.508,0.0,0.0
135,429.894,4.3915,0.0169,-1.2127,-1.456,4t4d,-0.459,0.0,0.0
136,430.107,4.2978,0.0158,-1.2124,-1.392,4t4d,-0.465,0.0,0.0
137,430.317,4.199,0.0149,-1.213,-1.422,4t4d,-0.501,0.0,0.0
138,430.53,4.0426,0.0141,-1.2142,-1.478,4t4d,-0.549,0.0,0.0
139,430.746,3.9411,0.0135,-1.2137,-1.419,4t4d,-0.479,0.0,0.0
140,430.958,3.8484,0.0129,-1.2131,-1.399,4t4d,-0.5,0.0,0.0
141,431.168,3.7386,0.0125,-1.2116,-1.471,4t4d,-0.507,0.0,0.0
142,431.379,3.6547,0.0121,-1.2117,-1.432,4t4d,-0.473,0.0,0.0
143,431.589,3.5542,0.0107,-1.2112,-1.37,4t4d,-0.453,0.0,0.0
144,431.801,3.4147,0.0109,-1.2104,-1.571,4t4d,-0.525,0.0,0.0
145,432.025,3.3543,0.0106,-1.2108,-1.538,4t4d,-0.514,0.0,0.0
146,432.235,3.2225,0.0108,-1.2121,-1.445,4t4d,-0.518,0.0,0.0
147,432.45,3.1241,0.0108,-1.2114,-1.476,4t4d,-0.49,0.0,0.0
148,432.661,3.0297,0.0102,-1.2119,-1.494,4t4d,-0.478,0.0,0.0
149,432.872,2.8716,0.0095,-1.2146,-1.499,4t4d,-0.505,0.0,0.0
150,433.09,2.7891,0.0081,-1.2138,-1.36,4t4d,-0.5,0.0,0.0
151,433.308,2.7307,0.008,-1.2136,-1.436,4t4d,-0.514,0.0,0.0
152,433.52,2.5807,0.0073,-1.2135,-1.41,4t4d,-0.529,0.0,0.0
153,433.729,2.4928,0.0068,-1.2119,-1.235,4t4d,-0.457,0.0,0.0
154,433.944,2.3864,0.0053,-1.2125,-1.246,4t4d,-0.531,0.0,0.0
155,434.156,2.2474,0.004,-1.2124,-1.116,4t4d,-0.484,0.0,0.0
156,434.372,2.1933,0.0039,-1.2131,-1.168,4t4d,-0.472,0.0,0.0
157,434.585,2.1021,0.0033,-1.2135,-0.791,4t4d,-0.507,0.0,0.0
158,434.795,1.9539,0.0017,-1.2159,-0.643,4t4d,-0.477,0.0,0.0
159,435.015,1.8655,-0.0014,-1.2141,-0.584,4t4d,-0.516,0.0,0.0
160,435.236,1.7239,-0.0053,-1.2125,-0.697,4t4d,-0.517,0.0,0.0
161,435.452,1.6211,-0.0086,-1.2136,-0.468,4t4d,-0.491,0.0,0.0
162,435.664,1.524,-0.0103,-1.2141,-0.636,4t4d,-0.532,0.0,0.0
163,435.874,1.4353,-0.0108,-1.2134,-0.723,4t4d,-0.504,0.0,0.0
164,436.083,1.3313,-0.013,-1.2116,-0.67,4t4d,-0.446,0.0,0.0
165,436.294,1.193,-0.0155,-1.2123,-0.679,4t4d,-0.513,0.0,0.0
166,436.501,1.1368,-0.0167,-1.212,-0.726,4t4d,-0.495,0.0,0.0
167,436.71,0.9797,-0.0187,-1.208,-0.766,4t4d,-0.45,0.0,0.0
168,436.918,0.8828,-0.0212,-1.2025,-0.855,4t4d,-0.483,0.0,0.0
169,437.13,0.7781,-0.0225,-1.1969,-0.931,4t4d,-0.495,0.0,0.0
170,437.34,0.6699,-0.024,-1.1885,-0.882,4t4d,-0.497,0.0,0.0
171,437.55,0.5377,-0.0263,-1.1706,-0.769,4t4d,-0.535,0.0,0.0
172,437.761,0.4403,-0.0284,-1.1571,-0.676,4t4d,-0.513,0.0,0.0
173,437.971,0.3375,-0.0325,-1.1384,-0.162,4t4d,-0.491,0.0,0.0
174,438.183,0.2774,-0.0346,-1.1311,0.407,4t4d,-0.43,0.0,0.0
175,438.396,0.2224,-0.037,-1.1254,0.549,4t4d,-0.521,0.0,0.0
176,438.614,0.0962,-0.0419,-1.1147,0.573,4t4d,-0.462,0.0,0.0
177,438.838,0.0183,-0.0465,-1.1022,-0.144,4t4d,-0.514,0.0,0.0
178,439.052,-0.1218,-0.0499,-1.0981,-0.368,4t4d,-0.46,0.0,0.0
179,439.265,-0.2078,-0.0527,-1.0982,-0.414,4t4d,-0.502,0.0,0.0
180,439.476,-0.2971,-0.0544,-1.0969,-0.394,4t4d,-0.506,0.0,0.0
181,439.684,-0.38,-0.0558,-1.0971,-0.444,4t4d,-0.479,0.0,0.0
182,439.892,-0.4559,-0.0577,-1.0969,-0.447,4t4d,-0.568,0.0,0.0
183,440.103,-0.4852,-0.0585,-1.0974,-0.646,4t4d,-0.517,0.0,0.0
184,440.315,-0.4644,-0.0587,-1.0975,-0.686,4t4d,-0.535,0.0,0.0
185,440.53,-0.4692,-0.0588,-1.0983,-0.733,4t4d,-0.472,0.0,0.0
186,440.751,-0.47,-0.0583,-1.0989,-0.886,4t4d,-0.426,0.0,0.0
187,440.963,-0.4715,-0.0589,-1.0995,-1.035,4t4d,-0.328,0.0,0.0
188,441.175,-0.4696,-0.0273,-1.1005,-0.89,crab,0.0,0.2156,0.617
189,441.387,-0.4687,0.0158,-1.1014,-0.767,crab,0.0,0.1406,0.558
190,441.601,-0.4686,0.0439,-1.1017,-0.655,crab,0.0,0.5248,-0.688
191,441.82,-0.4677,0.1489,-1.1027,-0.793,crab,0.0,0.3531,-0.614
192,442.03,-0.4678,0.2195,-1.1035,-0.916,crab,0.0,0.3518,-0.629
193,442.244,-0.4676,0.2899,-1.104,-1.041,crab,0.0,0.3755,-1.057
194,442.454,-0.4676,0.365,-1.1049,-1.253,crab,0.0,0.5522,-0.16
195,442.664,-0.4676,0.4755,-1.1058,-1.285,crab,0.0,0.3775,-0.415
196,442.875,-0.4676,0.551,-1.1062,-1.368,crab,0.0,0.3744,-0.433
197,443.085,-0.4675,0.6259,-1.1068,-1.454,crab,0.0,0.3728,-0.391
198,443.295,-0.4664,0.7004,-1.1073,-1.532,crab,0.0,0.3759,-0.288
199,443.504,-0.4656,0.7756,-1.1079,-1.59,crab,0.0,0.5622,-0.441
200,443.719,-0.4645,0.8881,-1.109,-1.678,crab,0.0,0.1856,-0.173
201,443.936,-0.4643,0.9252,-1.1091,-1.713,crab,0.0,0.3771,-0.277
202,444.155,-0.4635,1.0006,-1.1092,-1.768,crab,0.0,0.5583,-0.393
203,444.363,-0.4624,1.1123,-1.1102,-1.847,crab,0.0,0.3978,1.327
204,444.573,-0.46,1.1918,-1.1094,-1.581,crab,0.0,0.1288,-0.447
205,444.786,-0.4634,1.1662,-1.1093,-1.671,crab,0.001,0.376,0.0
206,444.996,-0.4645,1.1632,-1.1094,-1.653,crab,0.001,0.378,0.0
207,445.207,-0.4625,1.1634,-1.1091,-1.473,crab,0.002,0.385,0.0
208,445.418,-0.4625,1.1635,-1.1091,-1.467,crab,0.001,0.381,0.0
209,445.632,-0.4553,1.1637,-1.1089,-1.488,crab,0.001,0.363,0.0
210,445.845,-0.3984,1.1647,-1.1093,-1.564,crab,0.0,0.074,0.0
211,446.054,-0.3095,1.1657,-1.1104,-1.553,crab,-0.013,-0.015,0.0
212,446.261,-0.2323,1.1664,-1.111,-1.517,crab,0.002,0.0,0.0
213,446.467,-0.1425,1.1683,-1.1123,-1.516,crab,0.001,0.0,0.0
214,446.677,-0.053,1.1689,-1.113,-1.453,4t4d,0.004,0.0,0.0
215,446.886,0.0651,1.1684,-1.1201,-1.839,4t4d,0.334,0.0,0.0
216,447.096,0.1408,1.1674,-1.1272,-2.691,4t4d,0.366,0.0,0.0
217,447.308,0.1827,1.1666,-1.1302,-2.902,4t4d,0.376,0.0,0.0
218,447.521,0.2746,1.1637,-1.1365,-2.941,4t4d,0.478,0.0,0.0
219,447.734,0.3494,1.1633,-1.1447,-2.978,4t4d,0.443,0.0,0.0
220,447.956,0.4509,1.1621,-1.1608,-2.975,4t4d,0.412,0.0,0.0
221,448.165,0.6201,1.1591,-1.1935,-3.093,4t4d,0.481,0.0,0.0
222,448.376,0.6754,1.1582,-1.1953,-2.386,4t4d,0.396,0.0,0.0
223,448.593,0.8349,1.1592,-1.2059,-1.053,4t4d,0.442,0.0,0.0
224,448.797,0.9404,1.161,-1.2104,-0.618,4t4d,0.421,0.0,0.0
225,449.0,1.0352,1.1615,-1.2136,-0.785,4t4d,0.484,0.0,0.0
226,449.205,1.0726,1.1634,-1.213,-0.444,4t4d,0.547,0.0,0.0
227,449.413,1.2164,1.1725,-1.2148,1.491,4t4d,0.46,0.0,0.0
228,449.623,1.3555,1.1797,-1.213,1.154,4t4d,0.476,0.0,0.0
229,449.834,1.4049,1.181,-1.2127,0.882,4t4d,0.428,0.0,0.0
230,450.047,1.5459,1.1841,-1.2127,0.412,4t4d,0.454,0.0,0.0
231,450.262,1.6275,1.1882,-1.2141,0.119,4t4d,0.466,0.0,0.0
232,450.473,1.6863,1.1881,-1.2129,-0.11,4t4d,0.487,0.0,0.0
233,450.684,1.7771,1.1918,-1.2122,-0.254,4t4d,0.457,0.0,0.0
234,450.895,1.9175,1.1958,-1.2114,-0.268,4t4d,0.501,0.0,0.0
235,451.107,2.0576,1.1987,-1.2106,-0.138,4t4d,0.477,0.0,0.0
236,451.32,2.1497,1.1994,-1.2114,-0.272,4t4d,0.472,0.0,0.0
237,451.536,2.2504,1.1999,-1.2126,-0.337,4t4d,0.457,0.0,0.0
238,451.754,2.3407,1.2016,-1.2143,-0.583,4t4d,0.464,0.0,0.0
239,451.969,2.4418,1.202,-1.2128,-0.925,4t4d,0.477,0.0,0.0
240,452.181,2.5817,1.202,-1.2129,-0.984,4t4d,0.476,0.0,0.0
241,452.386,2.6691,1.2034,-1.2125,-1.101,4t4d,0.508,0.0,0.0
242,452.596,2.7759,1.2044,-1.2133,-1.099,4t4d,0.474,0.0,0.0
243,452.809,2.869,1.2046,-1.2149,-1.265,4t4d,0.526,0.0,0.0
244,453.02,2.9632,1.2047,-1.215,-1.518,4t4d,0.519,0.0,0.0
245,453.236,3.0596,1.2058,-1.2144,-1.594,4t4d,0.476,0.0,0.0
246,453.448,3.2052,1.2043,-1.2145,-1.763,4t4d,0.505,0.0,0.0
247,453.669,3.234,1.2036,-1.2158,-1.848,4t4d,0.493,0.0,0.0
248,453.879,3.3958,1.2025,-1.2144,-1.742,4t4d,0.458,0.0,0.0
249,454.091,3.497,1.2029,-1.2119,-1.66,4t4d,0.504,0.0,0.0
250,454.3,3.6352,1.2027,-1.2109,-1.659,4t4d,0.46,0.0,0.0
251,454.509,3.7245,1.2026,-1.2092,-1.615,4t4d,0.478,0.0,0.0
252,454.722,3.8202,1.2029,-1.2076,-1.537,4t4d,0.499,0.0,0.0
253,454.934,3.9063,1.2028,-1.2071,-1.577,4t4d,0.485,0.0,0.0
254,455.146,4.0014,1.203,-1.2072,-1.621,4t4d,0.494,0.0,0.0
255,455.363,4.0942,1.203,-1.2077,-1.61,4t4d,0.489,0.0,0.0
256,455.574,4.249,1.2023,-1.2069,-1.47,4t4d,0.489,0.0,0.0
257,455.785,4.2909,1.2032,-1.2078,-1.43,4t4d,0.487,0.0,0.0
258,455.994,4.4243,1.2038,-1.2098,-1.453,4t4d,0.536,0.0,0.0
259,456.2,4.5326,1.2055,-1.2091,-1.399,4t4d,0.493,0.0,0.0
260,456.412,4.6099,1.2062,-1.2093,-1.552,4t4d,0.512,0.0,0.0
261,456.625,4.7187,1.2073,-1.2094,-1.385,4t4d,0.481,0.0,0.0
262,456.837,4.8074,1.2091,-1.2095,-1.354,4t4d,0.47,0.0,0.0
263,457.045,4.9104,1.2097,-1.2075,-1.432,4t4d,0.49,0.0,0.0
264,457.257,5.013,1.2099,-1.2071,-1.42,4t4d,0.463,0.0,0.0
265,457.469,5.1528,1.2105,-1.2083,-1.654,4t4d,0.523,0.0,0.0
266,457.679,5.2132,1.2105,-1.2082,-1.741,4t4d,0.493,0.0,0.0
267,457.892,5.2133,1.211,-1.2086,-1.684,4t4d,0.501,0.0,0.0
268,458.102,5.1634,1.211,-1.2089,-1.609,4t4d,0.517,0.0,0.0
269,458.312,5.0266,1.2103,-1.2071,-1.204,4t4d,0.48,0.0,0.0
270,458.527,4.9302,1.209,-1.2083,-1.003,4t4d,0.508,0.0,0.0
271,458.745,4.8269,1.2077,-1.2097,-1.002,4t4d,0.165,0.0,0.0
272,458.956,4.7336,1.2065,-1.2098,-1.019,4t4d,-0.065,0.0,0.0
273,459.164,4.6394,1.2046,-1.2089,-0.937,4t4d,-0.232,0.0,0.0
274,459.374,4.5422,1.2027,-1.2094,-0.985,4t4d,-0.47,0.0,0.0
275,459.59,4.4043,1.2014,-1.2081,-0.873,4t4d,-0.537,0.0,0.0
276,459.8,4.3034,1.2001,-1.2068,-0.792,4t4d,-0.518,0.0,0.0
277,460.016,4.2099,1.1998,-1.2067,-0.823,4t4d,-0.461,0.0,0.0
278,460.227,4.1089,1.1979,-1.2068,-0.877,4t4d,-0.491,0.0,0.0
279,460.438,4.0158,1.1963,-1.2062,-0.948,4t4d,-0.524,0.0,0.0
280,460.651,3.9151,1.1937,-1.2066,-0.813,4t4d,-0.501,0.0,0.0
281,460.862,3.7773,1.1904,-1.2069,-0.747,4t4d,-0.476,0.0,0.0
282,461.076,3.7343,1.1903,-1.2063,-0.688,4t4d,-0.505,0.0,0.0
283,461.289,3.6252,1.1882,-1.2075,-1.359,4t4d,-0.531,0.0,0.0
284,461.5,3.4915,1.1865,-1.2063,-1.378,4t4d,-0.487,0.0,0.0
285,461.71,3.3516,1.1854,-1.208,-1.43,4t4d,-0.519,0.0,0.0
286,461.92,3.2523,1.1846,-1.2087,-1.471,4t4d,-0.491,0.0,0.0
287,462.136,3.1546,1.1836,-1.2061,-1.334,4t4d,-0.537,0.0,0.0
288,462.347,3.118,1.1833,-1.2054,-1.329,4t4d,-0.459,0.0,0.0
289,462.57,2.9708,1.1818,-1.2054,-1.331,4t4d,-0.476,0.0,0.0
290,462.78,2.8753,1.1819,-1.205,-1.38,4t4d,-0.483,0.0,0.0
291,462.989,2.7765,1.1817,-1.2044,-1.283,4t4d,-0.505,0.0,0.0
292,463.199,2.6257,1.1792,-1.2049,-1.321,4t4d,-0.433,0.0,0.0
293,463.41,2.5348,1.1781,-1.2053,-1.348,4t4d,-0.511,0.0,0.0
294,463.621,2.4392,1.1775,-1.2056,-1.792,4t4d,-0.468,0.0,0.0
295,463.832,2.3978,1.177,-1.2063,-1.954,4t4d,-0.491,0.0,0.0
296,464.043,2.2415,1.179,-1.2052,-2.116,4t4d,-0.475,0.0,0.0
297,464.253,2.1519,1.1793,-1.2051,-2.1,4t4d,-0.49,0.0,0.0
298,464.465,2.0026,1.1795,-1.204,-2.104,4t4d,-0.459,0.0,0.0
299,464.675,1.9049,1.1806,-1.2038,-2.123,4t4d,-0.501,0.0,0.0
300,464.9,1.8092,1.1802,-1.2036,-2.166,4t4d,-0.492,0.0,0.0
301,465.111,1.7088,1.1808,-1.2031,-2.169,4t4d,-0.521,0.0,0.0
302,465.323,1.6097,1.1821,-1.2035,-2.18,4t4d,-0.484,0.0,0.0
303,465.544,1.4625,1.1835,-1.2023,-2.307,4t4d,-0.481,0.0,0.0
304,465.761,1.4147,1.1834,-1.2014,-2.316,4t4d,-0.499,0.0,0.0
305,465.981,1.2731,1.1843,-1.2028,-2.457,4t4d,-0.491,0.0,0.0
306,466.192,1.1806,1.1858,-1.2033,-2.354,4t4d,-0.504,0.0,0.0
307,466.402,1.0757,1.1865,-1.2028,-2.39,4t4d,-0.527,0.0,0.0
308,466.613,0.9267,1.1889,-1.199,-2.401,4t4d,-0.517,0.0,0.0
309,466.824,0.8317,1.1915,-1.192,-2.105,4t4d,-0.476,0.0,0.0
310,467.041,0.7852,1.1943,-1.1884,-2.461,4t4d,-0.49,0.0,0.0
311,467.255,0.6239,1.1953,-1.1809,-1.901,4t4d,-0.434,0.0,0.0
312,467.466,0.4892,1.1946,-1.1609,-1.586,4t4d,-0.481,0.0,0.0
313,467.68,0.4215,1.1941,-1.1451,-0.644,4t4d,-0.534,0.0,0.0
314,467.898,0.3213,1.1908,-1.1313,-0.389,4t4d,-0.514,0.0,0.0
