index,t,x,y,z,yaw_deg,gear,vx,vy,wz
95,696.552,3.4116,-0.1467,-1.1971,-1.496,4t4d,0.163,0.0,0.0
96,696.776,3.4628,-0.1475,-1.1964,-1.489,4t4d,0.179,0.0,3.63
97,696.998,3.4956,-0.148,-1.1958,-1.465,4t4d,0.164,0.0,0.0
98,697.228,3.5286,-0.1477,-1.1961,-0.638,4t4d,0.16,0.0,0.0
99,697.452,3.5799,-0.1477,-1.1959,-0.427,4t4d,0.165,0.0,0.0
100,697.674,3.5902,-0.1126,-1.1762,-0.553,4t4d,0.171,0.0,0.0
101,697.9,3.6229,-0.1128,-1.1767,-0.559,4t4d,0.157,0.0,0.0
102,698.131,3.6888,-0.1169,-1.1671,-0.443,4t4d,0.153,0.0,0.0
103,698.356,3.7205,-0.1172,-1.1667,-0.461,4t4d,0.152,0.0,0.0
104,698.585,3.7536,-0.1176,-1.1667,-0.505,4t4d,0.176,0.0,0.0
105,698.808,3.8049,-0.1108,-1.1657,-0.595,4t4d,0.179,0.0,0.0
106,699.03,3.837,-0.1112,-1.1656,-0.613,4t4d,0.157,0.0,0.0
107,699.266,3.8861,-0.1119,-1.166,-0.629,4t4d,0.176,0.0,0.0
108,699.485,3.9187,-0.1122,-1.167,-0.652,4t4d,0.175,0.0,0.0
109,699.705,3.9661,-0.1129,-1.167,-0.66,4t4d,0.174,0.0,0.0
110,699.925,3.9973,-0.1132,-1.167,-0.666,4t4d,0.171,0.0,0.0
111,700.16,4.0303,-0.1133,-1.1673,-0.712,4t4d,0.153,0.0,0.0
112,700.398,4.08,-0.1144,-1.1685,-0.665,4t4d,0.176,0.0,0.0
113,700.623,4.1248,-0.1209,-1.1623,-0.73,4t4d,0.184,0.0,4.73
114,700.852,4.1761,-0.1205,-1.1624,-0.257,4t4d,0.193,0.0,7.16
115,701.071,4.2259,-0.1225,-1.1598,0.878,4t4d,0.167,0.0,6.04
116,701.296,4.2615,-0.1207,-1.1603,2.145,4t4d,0.132,0.0,0.0
117,701.517,4.2987,-0.1179,-1.1612,3.124,4t4d,0.176,0.0,0.0
118,701.739,4.3446,-0.1157,-1.1632,3.172,4t4d,0.178,0.0,-4.52
119,701.957,4.3825,-0.1117,-1.1595,2.539,4t4d,0.171,0.0,-3.99
120,702.17,4.3986,-0.1114,-1.1598,2.121,4t4d,0.165,0.0,0.0
121,702.397,4.4651,-0.1084,-1.1561,0.728,4t4d,0.161,0.0,0.0
122,702.625,4.4966,-0.1083,-1.1571,0.528,4t4d,0.164,0.0,0.0
123,702.844,4.5296,-0.1081,-1.1578,0.492,4t4d,0.177,0.0,0.0
124,703.064,4.5607,-0.1077,-1.1577,0.476,4t4d,0.166,0.0,0.0
125,703.306,4.6101,-0.1077,-1.1574,0.453,4t4d,0.163,0.0,0.0
126,703.529,4.6433,-0.1075,-1.1576,0.426,4t4d,0.188,0.0,0.0
127,703.749,4.6768,-0.1072,-1.1571,0.395,4t4d,0.183,0.0,0.0
128,703.985,4.7277,-0.1071,-1.1577,0.363,4t4d,0.181,0.0,0.0
129,704.196,4.7609,-0.1068,-1.1574,0.324,4t4d,0.172,0.0,0.0
130,704.425,4.7946,-0.1066,-1.1575,0.302,4t4d,0.16,0.0,0.0
131,704.652,4.8325,-0.105,-1.1513,0.287,4t4d,0.17,0.0,0.0
132,704.875,4.8837,-0.1047,-1.1521,0.323,4t4d,0.178,0.0,0.0
133,705.095,4.9148,-0.1047,-1.1525,0.251,4t4d,0.169,0.0,0.0
134,705.323,4.9476,-0.1047,-1.1535,0.286,4t4d,0.188,0.0,0.0
135,705.566,4.9934,-0.1049,-1.153,0.185,4t4d,0.179,0.0,0.0
136,705.791,5.0225,-0.1049,-1.1522,0.157,4t4d,0.167,0.0,0.0
137,706.017,5.07,-0.1047,-1.1512,0.125,4t4d,0.175,0.0,4.87
138,706.241,5.1037,-0.1039,-1.1504,0.492,4t4d,0.144,0.0,3.49
139,706.464,5.1404,-0.1024,-1.1502,1.537,4t4d,0.179,0.0,0.0
140,706.684,5.1729,-0.1008,-1.1497,2.088,4t4d,0.16,0.0,0.0
141,706.913,5.2061,-0.0996,-1.1511,2.227,4t4d,0.184,0.0,0.0
142,707.135,5.2369,-0.0983,-1.1513,2.137,4t4d,0.144,0.0,0.0
143,707.363,5.2884,-0.0964,-1.1528,2.141,4t4d,0.17,0.0,0.0
144,707.595,5.3344,-0.0942,-1.1541,2.103,4t4d,0.169,0.0,0.0
145,707.82,5.367,-0.0929,-1.1548,2.14,4t4d,0.167,0.0,0.0
146,708.05,5.4003,-0.0913,-1.155,2.145,4t4d,0.173,0.0,0.0
147,708.273,5.4488,-0.0892,-1.1551,2.155,4t4d,0.199,0.0,0.0
148,708.496,5.4797,-0.0879,-1.1541,2.191,4t4d,0.173,0.0,0.0
149,708.723,5.5131,-0.0866,-1.1548,2.175,4t4d,0.168,0.0,0.0
150,708.945,5.5644,-0.0849,-1.1552,2.101,4t4d,0.182,0.0,-2.6
151,709.167,5.58,-0.0845,-1.1555,1.857,4t4d,0.184,0.0,0.0
152,709.392,5.6275,-0.0841,-1.156,1.202,4t4d,0.15,0.0,0.0
153,709.616,5.6624,-0.0838,-1.1564,1.192,4t4d,0.204,0.0,0.0
154,709.841,5.7124,-0.0834,-1.157,0.967,4t4d,0.189,0.0,0.0
155,710.061,5.7448,-0.0828,-1.156,1.037,4t4d,0.183,0.0,0.0
156,710.285,5.7779,-0.0821,-1.1561,0.977,4t4d,0.165,0.0,0.0
157,710.514,5.8108,-0.0817,-1.1557,0.857,4t4d,0.147,0.0,0.0
158,710.743,5.8597,-0.0811,-1.1555,0.833,4t4d,0.169,0.0,0.0
159,710.977,5.8936,-0.0807,-1.1552,0.836,4t4d,0.177,0.0,0.0
160,711.191,5.944,-0.0803,-1.1548,0.811,4t4d,0.193,0.0,0.0
161,711.415,5.9761,-0.08,-1.155,0.788,4t4d,0.178,0.0,0.0
162,711.641,6.0093,-0.0796,-1.1557,0.762,4t4d,0.155,0.0,0.0
163,711.87,6.0583,-0.0788,-1.1561,0.681,4t4d,0.158,0.0,0.0
164,712.094,6.0916,-0.0787,-1.1563,0.428,4t4d,0.19,0.0,0.0
165,712.331,6.1238,-0.0784,-1.1562,0.388,4t4d,0.183,0.0,0.0
166,712.553,6.1739,-0.0782,-1.1558,0.301,4t4d,0.173,0.0,0.0
167,712.784,6.2081,-0.078,-1.1561,0.298,4t4d,0.167,0.0,0.0
168,713.022,6.26,-0.0778,-1.1568,0.295,4t4d,0.162,0.0,0.0
169,713.248,6.2772,-0.0779,-1.1574,0.298,4t4d,0.181,0.0,-2.97
170,713.485,6.3297,-0.0775,-1.1578,0.2,4t4d,0.185,0.0,-4.39
171,713.702,6.3631,-0.0779,-1.1582,-0.51,4t4d,0.188,0.0,0.0
172,713.915,6.4139,-0.0793,-1.1593,-1.435,4t4d,0.167,0.0,0.0
173,714.138,6.4474,-0.0802,-1.1605,-1.552,4t4d,0.151,0.0,0.0
174,714.356,6.493,-0.0813,-1.1583,-1.57,4t4d,0.177,0.0,0.0
175,714.578,6.5285,-0.0825,-1.1584,-1.637,4t4d,0.18,0.0,0.0
176,714.807,6.5803,-0.0839,-1.1594,-1.71,4t4d,0.174,0.0,0.0
177,715.033,6.5989,-0.0847,-1.1595,-1.769,4t4d,0.171,0.0,0.0
178,715.253,6.6684,-0.0866,-1.161,-1.847,4t4d,0.164,0.0,0.0
179,715.476,6.7067,-0.0878,-1.1616,-1.842,4t4d,0.191,0.0,0.0
180,715.707,6.7569,-0.0893,-1.1601,-1.918,4t4d,0.186,0.0,0.0
181,715.928,6.7925,-0.0905,-1.1603,-1.942,4t4d,0.168,0.0,0.0
182,716.163,6.8526,-0.0917,-1.157,-1.733,4t4d,0.182,0.0,0.0
183,716.395,6.8879,-0.0926,-1.1575,-1.686,4t4d,0.214,0.0,0.0
184,716.615,6.9256,-0.0936,-1.1587,-1.694,4t4d,0.217,0.0,0.0
185,716.841,6.9945,-0.0949,-1.1599,-1.647,4t4d,0.222,0.0,0.0
186,717.059,7.0384,-0.096,-1.16,-1.647,4t4d,0.211,0.0,0.0
187,717.276,7.0775,-0.0974,-1.16,-1.619,4t4d,0.223,0.0,0.0
188,717.507,7.1293,-0.1007,-1.158,-1.708,4t4d,0.219,0.0,0.0
189,717.729,7.192,-0.1026,-1.1584,-1.733,4t4d,0.219,0.0,0.0
190,717.947,7.2359,-0.1038,-1.1596,-1.702,4t4d,0.22,0.0,5.9
191,718.187,7.297,-0.1041,-1.1601,-0.525,4t4d,0.208,0.0,0.0
192,718.417,7.3402,-0.1024,-1.1598,0.509,4t4d,0.21,0.0,0.0
193,718.638,7.3851,-0.1021,-1.1594,0.577,4t4d,0.227,0.0,0.0
194,718.862,7.4241,-0.1019,-1.1604,0.589,4t4d,0.218,0.0,0.0
195,719.085,7.4877,-0.1013,-1.1612,0.544,4t4d,0.216,0.0,0.0
196,719.298,7.5288,-0.1009,-1.1623,0.585,4t4d,0.198,0.0,0.0
197,719.514,7.5695,-0.0997,-1.1638,1.051,4t4d,0.211,0.0,0.0
198,719.735,7.6096,-0.0986,-1.164,1.038,4t4d,0.201,0.0,0.0
199,719.958,7.649,-0.0984,-1.1658,1.084,4t4d,0.224,0.0,-5.33
200,720.177,7.7082,-0.0979,-1.1665,0.716,4t4d,0.202,0.0,-6.51
201,720.393,7.7447,-0.0982,-1.1662,-0.502,4t4d,0.171,0.0,0.0
202,720.622,7.7846,-0.0998,-1.1663,-1.751,4t4d,0.187,0.0,0.0
203,720.841,7.8393,-0.1018,-1.167,-2.098,4t4d,0.206,0.0,0.0
204,721.061,7.8762,-0.1033,-1.1677,-2.09,4t4d,0.189,0.0,7.16
205,721.281,7.9156,-0.1032,-1.1685,-0.873,4t4d,0.056,0.0,0.0
206,721.508,7.95,-0.1029,-1.1693,-0.031,4t4d,-0.021,0.0,0.0
207,721.737,7.9554,-0.103,-1.1697,-0.01,4t4d,-0.093,0.0,0.0
208,721.977,7.9527,-0.1031,-1.1697,-0.02,4t4d,-0.165,0.0,0.0
209,722.219,7.9247,-0.1033,-1.1695,-0.078,4t4d,-0.198,0.0,0.0
210,722.447,7.8721,-0.1037,-1.1679,-0.068,4t4d,-0.198,0.0,0.0
211,722.67,7.8281,-0.1041,-1.1671,-0.067,4t4d,-0.216,0.0,0.0
212,722.897,7.7627,-0.1045,-1.1661,-0.048,4t4d,-0.221,0.0,0.0
213,723.123,7.7214,-0.1044,-1.1661,-0.05,4t4d,-0.22,0.0,0.0
214,723.342,7.6771,-0.1047,-1.1662,-0.058,4t4d,-0.228,0.0,0.0
215,723.572,7.6114,-0.1048,-1.1647,-0.073,4t4d,-0.22,0.0,0.0
216,723.791,7.5675,-0.105,-1.1637,-0.122,4t4d,-0.223,0.0,0.0
217,724.007,7.5284,-0.1053,-1.1626,-0.162,4t4d,-0.203,0.0,-2.75
218,724.242,7.4846,-0.1053,-1.1625,-0.189,4t4d,-0.206,0.0,0.0
219,724.473,7.4212,-0.1066,-1.1613,-0.898,4t4d,-0.219,0.0,0.0
220,724.7,7.3791,-0.1063,-1.1605,-1.188,4t4d,-0.2,0.0,0.0
221,724.927,7.3162,-0.1055,-1.1612,-1.128,4t4d,-0.281,0.0,0.0
222,725.159,7.266,-0.1046,-1.161,-0.995,4t4d,-0.337,0.0,0.0
223,725.394,7.2087,-0.1041,-1.1607,-1.069,4t4d,-0.376,0.0,0.0
224,725.618,7.0989,-0.1026,-1.1605,-1.075,4t4d,-0.359,0.0,0.0
225,725.842,7.0289,-0.1014,-1.1602,-1.034,4t4d,-0.362,0.0,0.0
226,726.069,6.9594,-0.1002,-1.1599,-1.062,4t4d,-0.358,0.0,0.0
227,726.296,6.8964,-0.1004,-1.1551,-1.098,4t4d,-0.362,0.0,0.0
228,726.52,6.8257,-0.0992,-1.1537,-1.126,4t4d,-0.353,0.0,0.0
229,726.735,6.7325,-0.0973,-1.1505,-1.195,4t4d,-0.334,0.0,0.0
230,726.958,6.6695,-0.0976,-1.1472,-1.21,4t4d,-0.342,0.0,0.0
231,727.184,6.566,-0.0961,-1.1449,-1.148,4t4d,-0.37,0.0,0.0
232,727.4,6.5027,-0.0954,-1.1439,-1.054,4t4d,-0.345,0.0,0.0
233,727.624,6.4331,-0.0946,-1.1421,-1.034,4t4d,-0.315,0.0,0.0
234,727.845,6.3689,-0.0935,-1.1409,-1.025,4t4d,-0.373,0.0,0.0
235,728.071,6.269,-0.0919,-1.1386,-1.015,4t4d,-0.431,0.0,0.0
236,728.291,6.1862,-0.0911,-1.1379,-0.99,4t4d,-0.404,0.0,0.0
237,728.512,6.1099,-0.09,-1.137,-0.979,4t4d,-0.41,0.0,0.0
238,728.738,5.9802,-0.0881,-1.1361,-0.964,4t4d,-0.385,0.0,0.0
239,728.956,5.8924,-0.0875,-1.1363,-1.07,4t4d,-0.421,0.0,0.0
240,729.171,5.8169,-0.0861,-1.1362,-0.932,4t4d,-0.423,0.0,0.0
241,729.401,5.7326,-0.0859,-1.1362,-0.929,4t4d,-0.407,0.0,0.0
242,729.63,5.6109,-0.0849,-1.1331,-0.92,4t4d,-0.386,0.0,0.0
243,729.857,5.5299,-0.0843,-1.1318,-0.904,4t4d,-0.368,0.0,0.0
244,730.085,5.4184,-0.0823,-1.1314,-1.387,4t4d,-0.435,0.0,0.0
245,730.315,5.3348,-0.0809,-1.1289,-1.48,4t4d,-0.389,0.0,0.0
246,730.525,5.2689,-0.079,-1.1267,-1.536,4t4d,-0.408,0.0,0.0
247,730.75,5.1917,-0.0782,-1.1248,-2.425,4t4d,-0.364,0.0,0.0
248,730.972,5.1217,-0.0749,-1.1255,-2.447,4t4d,-0.371,0.0,0.0
249,731.202,5.0068,-0.0707,-1.1258,-2.456,4t4d,-0.396,0.0,0.0
250,731.423,4.9326,-0.0673,-1.1247,-2.267,4t4d,-0.376,0.0,0.0
251,731.65,4.8595,-0.0645,-1.123,-1.88,4t4d,-0.387,0.0,0.0
252,731.881,4.7439,-0.0612,-1.1219,-1.654,4t4d,-0.384,0.0,0.0
253,732.104,4.7031,-0.0603,-1.1214,-1.418,4t4d,-0.368,0.0,0.0
254,732.329,4.5949,-0.0576,-1.1209,-1.262,4t4d,-0.353,0.0,0.0
255,732.56,4.4926,-0.0557,-1.1172,-1.168,4t4d,-0.381,0.0,0.0
256,732.779,4.4169,-0.0544,-1.1155,-1.118,4t4d,-0.41,0.0,0.0
257,733.007,4.346,-0.0531,-1.1132,-1.116,4t4d,-0.387,0.0,0.0
258,733.229,4.2372,-0.0511,-1.1102,-0.483,4t4d,-0.36,0.0,0.0
259,733.455,4.2004,-0.0511,-1.1095,-0.455,4t4d,-0.378,0.0,0.0
260,733.681,4.0991,-0.05,-1.1075,-0.447,4t4d,-0.369,0.0,0.0
261,733.903,3.9867,-0.0493,-1.1069,-0.266,4t4d,-0.345,0.0,0.0
262,734.126,3.9114,-0.049,-1.1051,-0.209,4t4d,-0.365,0.0,0.0
263,734.347,3.8476,-0.0493,-1.1046,-0.076,4t4d,-0.374,0.0,0.0
264,734.57,3.7494,-0.0495,-1.1059,0.073,4t4d,-0.395,0.0,0.0
265,734.805,3.6656,-0.0505,-1.1057,-0.002,4t4d,-0.366,0.0,0.0
266,735.029,3.5951,-0.0503,-1.1045,0.075,4t4d,-0.352,0.0,0.0
267,735.257,3.4882,-0.0507,-1.1038,0.132,4t4d,-0.372,0.0,0.0
268,735.481,3.4166,-0.051,-1.1033,0.205,4t4d,-0.399,0.0,0.0
269,735.707,3.3488,-0.0509,-1.1018,0.276,4t4d,-0.347,0.0,0.0
270,735.943,3.2766,-0.0519,-1.1008,0.22,4t4d,-0.349,0.0,0.0
271,736.165,3.1737,-0.0528,-1.099,-0.374,4t4d,-0.351,0.0,0.0
272,736.392,3.1034,-0.0527,-1.0987,-1.036,4t4d,-0.371,0.0,0.0
273,736.617,3.0321,-0.0517,-1.0967,-1.093,4t4d,-0.361,0.0,0.0
274,736.846,2.9584,-0.0511,-1.0955,-1.041,4t4d,-0.353,0.0,0.0
275,737.066,2.8588,-0.0495,-1.0934,-1.071,4t4d,-0.345,0.0,0.0
276,737.283,2.7843,-0.0489,-1.0938,-0.936,4t4d,-0.37,0.0,0.0
277,737.503,2.719,-0.0477,-1.0909,-1.022,4t4d,-0.347,0.0,0.0
278,737.724,2.6482,-0.0467,-1.0898,-0.978,4t4d,-0.379,0.0,0.0
279,737.95,2.5464,-0.0452,-1.0891,-1.002,4t4d,-0.36,0.0,0.0
280,738.175,2.4813,-0.0441,-1.088,-0.95,4t4d,-0.351,0.0,0.0
281,738.41,2.3805,-0.043,-1.0847,-0.951,4t4d,-0.358,0.0,0.0
282,738.635,2.3428,-0.0434,-1.0842,-0.969,4t4d,-0.382,0.0,0.0
283,738.857,2.24,-0.0421,-1.0832,-0.915,4t4d,-0.368,0.0,0.0
284,739.082,2.1345,-0.0402,-1.0834,-0.827,4t4d,-0.339,0.0,0.0
285,739.316,2.0624,-0.0395,-1.0814,-0.804,4t4d,-0.362,0.0,0.0
286,739.546,1.9951,-0.0388,-1.0793,-0.897,4t4d,-0.376,0.0,0.0
287,739.77,1.8853,-0.0377,-1.076,-0.937,4t4d,-0.386,0.0,0.0
288,739.992,1.8133,-0.0372,-1.0747,-0.844,4t4d,-0.375,0.0,0.0
289,740.223,1.7336,-0.0372,-1.0756,-0.703,4t4d,-0.379,0.0,0.0
290,740.443,1.6345,-0.0357,-1.0731,-0.712,4t4d,-0.348,0.0,0.0
291,740.672,1.6026,-0.0356,-1.0719,-0.666,4t4d,-0.363,0.0,0.0
292,740.885,1.4887,-0.0349,-1.0639,-0.716,4t4d,-0.323,0.0,0.0
293,741.127,1.3723,-0.0334,-1.0553,-0.748,4t4d,-0.36,0.0,0.0
294,741.347,1.3292,-0.0331,-1.051,-0.779,4t4d,-0.358,0.0,0.0
295,741.574,1.2223,-0.0322,-1.041,-0.679,4t4d,-0.392,0.0,0.0
296,741.796,1.1163,-0.0314,-1.0236,-0.725,4t4d,-0.38,0.0,0.0
297,742.014,1.0897,-0.0312,-1.0192,-0.643,4t4d,-0.374,0.0,0.0
298,742.233,1.0205,-0.0304,-1.0078,-0.707,4t4d,-0.424,0.0,0.0
299,742.459,0.9291,-0.0311,-0.9894,-0.05,4t4d,-0.339,0.0,0.0
300,742.688,0.8357,-0.0308,-0.9766,-0.301,4t4d,-0.399,0.0,0.0
301,742.93,0.7737,-0.0304,-0.9686,-0.428,4t4d,-0.348,0.0,0.0
302,743.152,0.7047,-0.0301,-0.9624,-0.445,4t4d,-0.343,0.0,0.0
303,743.394,0.63,-0.0311,-0.949,-0.271,4t4d,-0.347,0.0,0.0
304,743.614,0.5521,-0.0291,-0.9454,-0.684,4t4d,-0.402,0.0,0.0
305,743.84,0.4852,-0.0278,-0.9426,-0.403,4t4d,-0.351,0.0,0.0
306,744.063,0.387,-0.0278,-0.9385,-0.514,4t4d,-0.362,0.0,0.0
307,744.297,0.3136,-0.0281,-0.937,-0.363,4t4d,-0.361,0.0,0.0
308,744.525,0.2096,-0.0283,-0.9356,-0.275,4t4d,-0.364,0.0,0.0
309,744.747,0.1744,-0.0281,-0.9354,-0.249,4t4d,-0.344,0.0,0.0
