index,t,x,y,z,yaw_deg,gear,vx,vy,wz
89,2382.39,3.6883,-0.1792,-1.1639,-0.874,4t4d,0.14,0.0,0.0
90,2382.604,3.7163,-0.1793,-1.1649,-0.792,4t4d,0.102,0.0,0.0
91,2382.811,3.7448,-0.1795,-1.1662,-0.754,4t4d,0.16,0.0,0.0
92,2383.02,3.7813,-0.1804,-1.1677,-0.692,4t4d,0.16,0.0,0.0
93,2383.233,3.8059,-0.1808,-1.1675,-0.679,4t4d,0.125,0.0,0.0
94,2383.442,3.8282,-0.1807,-1.1669,-0.628,4t4d,0.149,0.0,0.0
95,2383.652,3.852,-0.1801,-1.1666,0.019,4t4d,0.145,0.0,0.0
96,2383.864,3.878,-0.1789,-1.1667,1.003,4t4d,0.129,0.0,0.0
97,2384.076,3.9059,-0.1761,-1.1672,2.499,4t4d,0.138,0.0,0.0
98,2384.283,3.935,-0.1727,-1.167,4.071,4t4d,0.119,0.0,0.0
99,2384.503,3.9598,-0.1703,-1.1678,4.201,4t4d,0.095,0.0,0.0
100,2384.712,3.9972,-0.1664,-1.1676,4.09,4t4d,0.112,0.0,0.0
101,2384.938,4.0204,-0.1648,-1.1672,3.198,4t4d,0.126,0.0,5.17
102,2385.15,4.0425,-0.1643,-1.167,1.259,4t4d,0.13,0.0,8.21
103,2385.359,4.0762,-0.166,-1.1671,-1.499,4t4d,0.126,0.0,7.88
104,2385.569,4.0886,-0.1664,-1.1667,-1.948,4t4d,0.128,0.0,0.0
105,2385.779,4.1146,-0.1669,-1.1667,-2.186,4t4d,0.128,0.0,0.0
106,2385.991,4.1541,-0.1667,-1.1664,-1.486,4t4d,0.129,0.0,-6.58
107,2386.21,4.1799,-0.1659,-1.1651,-0.862,4t4d,0.13,0.0,-9.92
108,2386.431,4.2231,-0.1655,-1.1653,-0.654,4t4d,0.122,0.0,-7.6
109,2386.653,4.2494,-0.1655,-1.1651,-0.595,4t4d,0.127,0.0,-4.43
110,2386.862,4.2639,-0.1654,-1.1652,-0.549,4t4d,0.141,0.0,0.0
111,2387.073,4.2898,-0.165,-1.1651,-0.519,4t4d,0.111,0.0,0.0
112,2387.285,4.3166,-0.1649,-1.1655,-0.48,4t4d,0.126,0.0,3.39
113,2387.496,4.3541,-0.1648,-1.1655,-0.442,4t4d,0.126,0.0,0.0
114,2387.72,4.3928,-0.1645,-1.1674,-0.409,4t4d,0.125,0.0,0.0
115,2387.933,4.4184,-0.1641,-1.1672,-0.391,4t4d,0.142,0.0,0.0
116,2388.154,4.4433,-0.164,-1.1664,-0.264,4t4d,0.124,0.0,0.0
117,2388.365,4.4692,-0.1629,-1.1656,0.093,4t4d,0.142,0.0,0.0
118,2388.572,4.5078,-0.1628,-1.1647,0.258,4t4d,0.146,0.0,0.0
119,2388.783,4.5315,-0.1622,-1.1637,0.252,4t4d,0.125,0.0,0.0
120,2388.994,4.5605,-0.16,-1.1638,1.092,4t4d,0.115,0.0,0.0
121,2389.204,4.5769,-0.1587,-1.1629,1.516,4t4d,0.123,0.0,0.0
122,2389.442,4.6151,-0.1562,-1.1623,1.503,4t4d,0.132,0.0,1.76
123,2389.651,4.6392,-0.1552,-1.1618,1.496,4t4d,0.134,0.0,0.0
124,2389.862,4.6774,-0.1535,-1.1623,1.448,4t4d,0.13,0.0,0.0
125,2390.071,4.7036,-0.1522,-1.162,1.45,4t4d,0.148,0.0,4.24
126,2390.283,4.7322,-0.1511,-1.1629,1.509,4t4d,0.137,0.0,2.95
127,2390.494,4.7595,-0.1501,-1.1626,1.504,4t4d,0.156,0.0,0.0
128,2390.702,4.7839,-0.1493,-1.1642,1.475,4t4d,0.116,0.0,0.0
129,2390.911,4.8251,-0.1474,-1.1638,1.492,4t4d,0.144,0.0,0.0
130,2391.132,4.8514,-0.1463,-1.1636,1.512,4t4d,0.124,0.0,0.0
131,2391.344,4.8654,-0.1458,-1.1635,1.521,4t4d,0.147,0.0,0.0
132,2391.556,4.8919,-0.1446,-1.1631,1.534,4t4d,0.113,0.0,0.0
133,2391.769,4.9345,-0.1424,-1.1625,1.554,4t4d,0.137,0.0,0.0
134,2391.981,4.9777,-0.1405,-1.1628,1.519,4t4d,0.119,0.0,0.0
135,2392.199,4.9908,-0.1397,-1.1626,1.495,4t4d,0.144,0.0,0.0
136,2392.416,5.0342,-0.1375,-1.1622,1.476,4t4d,0.14,0.0,0.0
137,2392.628,5.0647,-0.1356,-1.1631,1.289,4t4d,0.136,0.0,0.0
138,2392.849,5.106,-0.1346,-1.1634,0.437,4t4d,0.168,0.0,0.0
139,2393.059,5.1224,-0.1343,-1.1639,0.356,4t4d,0.134,0.0,0.0
140,2393.271,5.164,-0.1334,-1.1638,0.083,4t4d,0.135,0.0,0.0
141,2393.481,5.1938,-0.1319,-1.1631,0.093,4t4d,0.164,0.0,0.0
142,2393.698,5.2091,-0.1311,-1.1629,0.05,4t4d,0.149,0.0,0.0
143,2393.906,5.252,-0.1303,-1.162,-0.134,4t4d,0.155,0.0,-3.42
144,2394.123,5.2805,-0.1304,-1.162,-0.287,4t4d,0.141,0.0,-1.97
145,2394.336,5.3089,-0.1302,-1.1617,-0.33,4t4d,0.133,0.0,0.0
146,2394.559,5.3538,-0.1297,-1.162,-0.253,4t4d,0.12,0.0,0.0
147,2394.769,5.3824,-0.1286,-1.1616,-0.271,4t4d,0.12,0.0,0.0
148,2394.973,5.4115,-0.1282,-1.1614,-0.329,4t4d,0.168,0.0,0.0
149,2395.184,5.4368,-0.128,-1.1608,-0.362,4t4d,0.14,0.0,0.0
150,2395.395,5.4756,-0.1284,-1.1607,-0.391,4t4d,0.13,0.0,0.0
151,2395.605,5.501,-0.1281,-1.1604,-0.399,4t4d,0.122,0.0,0.0
152,2395.817,5.5258,-0.1277,-1.1604,-0.441,4t4d,0.16,0.0,0.0
153,2396.036,5.5535,-0.1276,-1.16,-0.465,4t4d,0.158,0.0,0.0
154,2396.255,5.5771,-0.127,-1.1595,-0.448,4t4d,0.116,0.0,0.0
155,2396.465,5.6042,-0.1268,-1.1592,-0.455,4t4d,0.122,0.0,0.0
156,2396.682,5.6271,-0.1269,-1.159,-0.475,4t4d,0.138,0.0,0.0
157,2396.891,5.6515,-0.1265,-1.159,-0.479,4t4d,0.139,0.0,0.0
158,2397.1,5.6642,-0.1263,-1.159,-0.487,4t4d,0.142,0.0,0.0
159,2397.31,5.6637,-0.1264,-1.159,-0.46,4t4d,0.114,0.0,0.0
160,2397.526,5.655,-0.1267,-1.1593,-0.439,4t4d,0.141,0.0,0.0
161,2397.746,5.6326,-0.1271,-1.1596,-0.376,4t4d,0.12,0.0,0.0
162,2397.963,5.5911,-0.1279,-1.1598,-0.259,4t4d,0.067,0.0,0.0
163,2398.178,5.5635,-0.1284,-1.1604,-0.25,4t4d,0.081,0.0,0.0
164,2398.394,5.5299,-0.1291,-1.1611,-0.172,4t4d,0.003,0.0,0.0
165,2398.607,5.4962,-0.1299,-1.1616,-0.119,4t4d,-0.07,0.0,0.0
166,2398.824,5.4446,-0.1307,-1.1619,-0.075,4t4d,-0.117,0.0,0.0
167,2399.037,5.4045,-0.1316,-1.1625,-0.035,4t4d,-0.153,0.0,0.0
168,2399.249,5.3657,-0.1324,-1.1627,0.075,4t4d,-0.142,0.0,0.0
169,2399.462,5.3228,-0.1336,-1.1635,0.115,4t4d,-0.154,0.0,0.0
170,2399.673,5.2806,-0.1346,-1.164,-0.085,4t4d,-0.176,0.0,0.0
171,2399.887,5.2215,-0.1358,-1.1654,-0.444,4t4d,-0.163,0.0,0.0
172,2400.104,5.1822,-0.1366,-1.1664,-0.458,4t4d,-0.21,0.0,0.0
173,2400.323,5.1632,-0.137,-1.1669,-0.508,4t4d,-0.199,0.0,0.0
174,2400.545,5.1025,-0.1385,-1.1666,-0.521,4t4d,-0.206,0.0,0.0
175,2400.76,5.0419,-0.1399,-1.1669,-1.497,4t4d,-0.206,0.0,0.0
176,2400.972,5.0015,-0.1401,-1.1675,-1.759,4t4d,-0.194,0.0,0.0
177,2401.188,4.9606,-0.14,-1.1674,-1.637,4t4d,-0.205,0.0,0.0
178,2401.394,4.9215,-0.1397,-1.1675,-1.93,4t4d,-0.204,0.0,0.0
179,2401.6,4.8842,-0.1392,-1.1686,-1.911,4t4d,-0.212,0.0,0.0
180,2401.814,4.8418,-0.139,-1.1691,-1.936,4t4d,-0.179,0.0,-3.09
181,2402.036,4.8044,-0.1387,-1.1695,-1.955,4t4d,-0.22,0.0,-2.73
182,2402.254,4.7682,-0.1383,-1.1688,-2.015,4t4d,-0.203,0.0,0.0
183,2402.467,4.7105,-0.1375,-1.1683,-2.012,4t4d,-0.203,0.0,0.0
184,2402.685,4.6678,-0.1373,-1.1676,-1.972,4t4d,-0.242,0.0,0.0
185,2402.895,4.6295,-0.1376,-1.1675,-2.014,4t4d,-0.209,0.0,0.0
186,2403.106,4.5883,-0.1375,-1.1674,-2.013,4t4d,-0.185,0.0,0.0
187,2403.319,4.5288,-0.1372,-1.1695,-1.96,4t4d,-0.166,0.0,0.0
188,2403.531,4.4869,-0.137,-1.1704,-1.917,4t4d,-0.191,0.0,0.0
189,2403.744,4.4482,-0.1364,-1.1712,-1.916,4t4d,-0.228,0.0,0.0
190,2403.964,4.408,-0.1359,-1.172,-1.903,4t4d,-0.174,0.0,0.0
191,2404.173,4.3702,-0.1353,-1.1717,-1.672,4t4d,-0.216,0.0,0.0
192,2404.383,4.3104,-0.1352,-1.1719,-1.582,4t4d,-0.197,0.0,0.0
193,2404.593,4.2905,-0.135,-1.1716,-1.555,4t4d,-0.239,0.0,0.0
194,2404.804,4.2276,-0.1344,-1.172,-1.531,4t4d,-0.214,0.0,0.0
195,2405.022,4.1803,-0.1343,-1.1731,-1.587,4t4d,-0.211,0.0,0.0
196,2405.237,4.1145,-0.1338,-1.1732,-1.493,4t4d,-0.199,0.0,0.0
197,2405.447,4.0849,-0.1339,-1.1743,-1.495,4t4d,-0.205,0.0,0.0
198,2405.671,4.0361,-0.1338,-1.1745,-1.405,4t4d,-0.209,0.0,0.0
199,2405.883,3.9566,-0.1338,-1.1756,-1.367,4t4d,-0.207,0.0,0.0
200,2406.099,3.9325,-0.1338,-1.1757,-1.304,4t4d,-0.217,0.0,0.0
201,2406.311,3.8301,-0.1337,-1.1752,-0.959,4t4d,-0.246,0.0,0.0
202,2406.522,3.8047,-0.1337,-1.1751,-0.6,4t4d,-0.247,0.0,0.0
203,2406.732,3.7308,-0.1346,-1.174,-0.188,4t4d,-0.243,0.0,0.0
204,2406.944,3.685,-0.1351,-1.1731,-0.146,4t4d,-0.264,0.0,0.0
205,2407.155,3.6336,-0.1361,-1.1729,-0.113,4t4d,-0.283,0.0,0.0
206,2407.365,3.5828,-0.1373,-1.1733,-0.108,4t4d,-0.29,0.0,0.0
207,2407.575,3.535,-0.1387,-1.1733,-0.018,4t4d,-0.243,0.0,0.0
208,2407.782,3.4576,-0.1405,-1.1735,0.051,4t4d,-0.262,0.0,0.0
209,2407.994,3.4338,-0.1411,-1.1744,0.115,4t4d,-0.209,0.0,0.0
210,2408.206,3.3646,-0.1433,-1.1743,0.202,4t4d,-0.249,0.0,0.0
211,2408.416,3.3189,-0.1453,-1.1745,0.369,4t4d,-0.274,0.0,0.0
212,2408.635,3.2768,-0.1466,-1.1751,0.393,4t4d,-0.24,0.0,0.0
213,2408.844,3.2329,-0.1479,-1.1761,0.404,4t4d,-0.27,0.0,0.0
214,2409.052,3.1713,-0.1497,-1.1772,0.565,4t4d,-0.241,0.0,0.0
215,2409.273,3.1471,-0.1505,-1.1771,0.588,4t4d,-0.245,0.0,0.0
216,2409.482,3.081,-0.1531,-1.177,0.264,4t4d,-0.224,0.0,0.0
217,2409.693,3.0589,-0.1541,-1.1779,0.052,4t4d,-0.246,0.0,0.0
218,2409.905,3.0172,-0.1554,-1.1784,0.001,4t4d,-0.225,0.0,0.0
219,2410.117,2.9536,-0.1574,-1.1791,-0.011,4t4d,-0.205,0.0,0.0
220,2410.332,2.8874,-0.159,-1.1798,0.013,4t4d,-0.23,0.0,0.0
221,2410.543,2.8471,-0.1602,-1.1804,0.001,4t4d,-0.231,0.0,0.0
222,2410.755,2.8067,-0.1613,-1.1813,-0.032,4t4d,-0.243,0.0,0.0
223,2410.966,2.7678,-0.162,-1.1801,-0.055,4t4d,-0.193,0.0,0.0
224,2411.189,2.7036,-0.1637,-1.1807,-0.105,4t4d,-0.23,0.0,0.0
225,2411.398,2.6568,-0.1645,-1.1805,-0.096,4t4d,-0.202,0.0,0.0
226,2411.604,2.6146,-0.1654,-1.1808,-0.126,4t4d,-0.181,0.0,0.0
227,2411.819,2.5927,-0.1659,-1.1813,-0.162,4t4d,-0.229,0.0,0.0
228,2412.042,2.5321,-0.1671,-1.1816,-0.1,4t4d,-0.27,0.0,0.0
229,2412.255,2.4957,-0.1676,-1.1811,-0.108,4t4d,-0.178,0.0,0.0
230,2412.462,2.4314,-0.169,-1.1807,-0.112,4t4d,-0.254,0.0,0.0
231,2412.691,2.3915,-0.1701,-1.1815,-0.162,4t4d,-0.211,0.0,0.0
232,2412.901,2.3508,-0.1713,-1.1815,-0.142,4t4d,-0.208,0.0,0.0
233,2413.117,2.3085,-0.1726,-1.1812,-0.113,4t4d,-0.219,0.0,0.0
234,2413.329,2.2664,-0.1737,-1.1809,-0.063,4t4d,-0.162,0.0,0.0
235,2413.547,2.2053,-0.1753,-1.1812,-0.161,4t4d,-0.208,0.0,0.0
236,2413.766,2.165,-0.1759,-1.1824,-0.224,4t4d,-0.227,0.0,0.0
237,2413.978,2.1446,-0.1764,-1.1817,-0.193,4t4d,-0.207,0.0,0.0
238,2414.189,2.0842,-0.1778,-1.1817,-0.477,4t4d,-0.204,0.0,0.0
239,2414.398,2.0315,-0.1784,-1.1817,-0.75,4t4d,-0.204,0.0,0.0
240,2414.613,2.0144,-0.1787,-1.1818,-0.92,4t4d,-0.21,0.0,0.0
241,2414.827,1.9614,-0.1787,-1.1822,-0.999,4t4d,-0.226,0.0,0.0
242,2415.039,1.9269,-0.1789,-1.1828,-1.054,4t4d,-0.209,0.0,0.0
243,2415.26,1.8896,-0.1795,-1.1827,-1.378,4t4d,-0.196,0.0,0.0
244,2415.465,1.8546,-0.1795,-1.1827,-1.4,4t4d,-0.172,0.0,0.0
245,2415.674,1.8186,-0.1795,-1.1827,-1.411,4t4d,-0.171,0.0,0.0
246,2415.898,1.7647,-0.1801,-1.1813,-1.474,4t4d,-0.181,0.0,0.0
247,2416.121,1.7462,-0.1801,-1.1818,-1.46,4t4d,-0.188,0.0,0.0
248,2416.336,1.6921,-0.1806,-1.1818,-1.468,4t4d,-0.187,0.0,0.0
249,2416.554,1.6405,-0.1811,-1.1821,-1.42,4t4d,-0.161,0.0,0.0
250,2416.764,1.6223,-0.181,-1.1821,-1.403,4t4d,-0.186,0.0,0.0
251,2416.972,1.57,-0.1813,-1.1838,-1.267,4t4d,-0.185,0.0,0.0
252,2417.182,1.5312,-0.1816,-1.184,-1.364,4t4d,-0.185,0.0,0.0
253,2417.392,1.4904,-0.1823,-1.1844,-1.278,4t4d,-0.199,0.0,0.0
254,2417.622,1.4472,-0.1825,-1.1842,-1.32,4t4d,-0.173,0.0,0.0
255,2417.833,1.3848,-0.1835,-1.1842,-1.277,4t4d,-0.178,0.0,0.0
256,2418.044,1.3427,-0.184,-1.1831,-1.276,4t4d,-0.173,0.0,0.0
257,2418.254,1.3028,-0.1846,-1.1826,-1.286,4t4d,-0.215,0.0,0.0
258,2418.467,1.2821,-0.1848,-1.1827,-1.283,4t4d,-0.2,0.0,0.0
259,2418.697,1.2226,-0.1849,-1.1824,-1.311,4t4d,-0.231,0.0,0.0
260,2418.912,1.1631,-0.1846,-1.1849,-1.15,4t4d,-0.219,0.0,0.0
261,2419.123,1.1267,-0.1844,-1.1856,-1.171,4t4d,-0.218,0.0,0.0
262,2419.332,1.0885,-0.1845,-1.1852,-1.189,4t4d,-0.205,0.0,0.0
263,2419.544,1.0704,-0.1848,-1.1851,-1.207,4t4d,-0.2,0.0,0.0
264,2419.755,1.0165,-0.1853,-1.1845,-1.136,4t4d,-0.197,0.0,0.0
265,2419.966,0.9796,-0.1854,-1.184,-1.118,4t4d,-0.205,0.0,0.0
266,2420.175,0.9426,-0.1857,-1.1823,-1.103,4t4d,-0.189,0.0,0.0
267,2420.391,0.8784,-0.1857,-1.1785,-1.097,4t4d,-0.159,0.0,0.0
268,2420.63,0.8331,-0.1858,-1.1759,-1.115,4t4d,-0.174,0.0,0.0
269,2420.842,0.7643,-0.1862,-1.1726,-1.1,4t4d,-0.182,0.0,0.0
270,2421.053,0.7185,-0.1864,-1.1691,-1.067,4t4d,-0.157,0.0,0.0
271,2421.264,0.6702,-0.1864,-1.1653,-1.085,4t4d,-0.199,0.0,0.0
272,2421.474,0.6506,-0.1864,-1.1636,-1.067,4t4d,-0.198,0.0,0.0
273,2421.684,0.5821,-0.1866,-1.1594,-1.077,4t4d,-0.222,0.0,0.0
274,2421.895,0.5471,-0.1874,-1.154,-1.084,4t4d,-0.222,0.0,0.0
275,2422.109,0.5061,-0.1874,-1.1472,-1.125,4t4d,-0.205,0.0,0.0
276,2422.329,0.4689,-0.1878,-1.1417,-1.127,4t4d,-0.227,0.0,0.0
277,2422.539,0.4137,-0.1882,-1.1339,-1.146,4t4d,-0.231,0.0,0.0
278,2422.749,0.3963,-0.1884,-1.1315,-1.143,4t4d,-0.193,0.0,0.0
279,2422.961,0.334,-0.1889,-1.1212,-1.061,4t4d,-0.197,0.0,0.0
280,2423.17,0.2956,-0.1895,-1.1133,-0.892,4t4d,-0.226,0.0,0.0
281,2423.381,0.2813,-0.1896,-1.1115,-0.841,4t4d,-0.22,0.0,0.0
282,2423.6,0.2256,-0.1903,-1.1044,-0.934,4t4d,-0.185,0.0,0.0
283,2423.828,0.2079,-0.1903,-1.1022,-1.003,4t4d,-0.188,0.0,0.0
284,2424.042,0.1546,-0.1918,-1.0965,-1.1,4t4d,-0.185,0.0,0.0
285,2424.257,0.1169,-0.1919,-1.0937,-1.14,4t4d,-0.201,0.0,0.0
286,2424.472,0.0694,-0.1921,-1.0901,-1.142,4t4d,-0.193,0.0,0.0
287,2424.684,0.0391,-0.1922,-1.0879,-1.159,4t4d,-0.194,0.0,0.0
288,2424.896,0.0245,-0.1923,-1.0872,-1.15,4t4d,-0.182,0.0,0.0
289,2425.129,-0.0199,-0.1951,-1.0771,-0.392,4t4d,-0.205,0.0,0.0
290,2425.342,-0.0423,-0.1957,-1.0763,-0.427,4t4d,-0.205,0.0,0.0
291,2425.558,-0.0937,-0.1969,-1.0735,-0.502,4t4d,-0.167,0.0,0.0
292,2425.775,-0.1156,-0.1955,-1.0747,-0.417,4t4d,-0.162,0.0,0.0
293,2425.989,-0.1514,-0.1969,-1.0726,-0.118,4t4d,-0.162,0.0,0.0
294,2426.201,-0.1963,-0.1975,-1.072,-0.091,4t4d,-0.146,0.0,0.0
295,2426.425,-0.2612,-0.199,-1.0715,-0.078,4t4d,-0.25,0.0,0.0
296,2426.636,-0.302,-0.2,-1.0714,-0.024,4t4d,-0.206,0.0,0.0
297,2426.85,-0.3211,-0.2002,-1.0715,-0.004,4t4d,-0.203,0.0,0.0
298,2427.057,-0.3851,-0.2011,-1.0677,0.039,4t4d,-0.198,0.0,0.0
299,2427.267,-0.4231,-0.2017,-1.0681,0.054,4t4d,-0.215,0.0,0.0
300,2427.477,-0.4756,-0.2031,-1.0688,0.082,4t4d,-0.231,0.0,0.0
301,2427.687,-0.496,-0.2038,-1.0688,0.06,4t4d,-0.211,0.0,0.0
